user_id;tweet_id;game_mode;word_answer;player_word;tested_letters;wrong_letters;trials;lives;tested_words;reply_id;last_modification
1278270879382876160;1291674846494162944;hardcore;horoscopical;____________;;;0;6;;1.2916748919351992e+18;1.2782708793828762e+18
